tree_id,civic_number,std_street,genus_name,species_name,cultivar_name,common_name,assigned,root_barrier,plant_area,on_street_block,on_street,neighbourhood_name,street_side_name,height_range_id,diameter,curb,date_planted,longitude,latitude,tree_height
11740,1626,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,3,1600,W 12TH AV,FAIRVIEW,EVEN,4,25,Y,NA,-123.141726,49.260742,40-50
11742,1635,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,3,1600,W 12TH AV,FAIRVIEW,ODD,4,12,Y,NA,-123.141892,49.2609,40-50
11743,1635,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,3,1600,W 12TH AV,FAIRVIEW,ODD,4,14,Y,NA,-123.141708,49.2609,40-50
11748,1638,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,3,1600,W 12TH AV,FAIRVIEW,EVEN,3,18,Y,NA,-123.142365,49.260761,30-40
11749,1645,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,3,1600,W 12TH AV,FAIRVIEW,ODD,4,15,Y,NA,-123.142221,49.2609,40-50
11750,1663,W 12TH AV,ACER,PLATANOIDES,NA,NORWAY MAPLE,N,N,7,1600,W 12TH AV,FAIRVIEW,ODD,5,13,Y,NA,-123.142679,49.260903,50-60
11751,1663,W 12TH AV,ACER,CAMPESTRE,NA,HEDGE MAPLE,N,N,3,1600,W 12TH AV,FAIRVIEW,ODD,4,19,Y,NA,-123.142469,49.2609,40-50
11753,1675,W 12TH AV,ACER,CAMPESTRE,NA,HEDGE MAPLE,N,N,7,1600,W 12TH AV,FAIRVIEW,ODD,3,17,Y,NA,-123.142883,49.260906,30-40
11756,1686,W 12TH AV,ACER,CAMPESTRE,NA,HEDGE MAPLE,N,N,3,1600,W 12TH AV,FAIRVIEW,EVEN,4,15,Y,NA,-123.143284,49.260781,40-50
11757,1720,W 12TH AV,ACER,PLATANOIDES,SCHWEDLERI,SCHWEDLER NORWAY MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,4,12,Y,NA,-123.143894,49.260786,40-50
11758,1720,W 12TH AV,ACER,SACCHARUM,NA,SUGAR MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,5,22,Y,NA,-123.144074,49.260792,50-60
11759,1720,W 12TH AV,ACER,PLATANOIDES,SCHWEDLERI,SCHWEDLER NORWAY MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,4,14,Y,NA,-123.144266,49.260794,40-50
11760,1720,W 12TH AV,ACER,SACCHARUM,NA,SUGAR MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,4,14,Y,NA,-123.144469,49.260803,40-50
11763,1725,W 12TH AV,ACER,SACCHARUM,NA,SUGAR MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,ODD,4,16,Y,NA,-123.144086,49.260925,40-50
11768,1770,W 12TH AV,ACER,SACCHARUM,NA,SUGAR MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,5,21,Y,NA,-123.144841,49.260806,50-60
11769,1770,W 12TH AV,ACER,PLATANOIDES,SCHWEDLERI,SCHWEDLER NORWAY MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,5,29,Y,NA,-123.14502,49.260811,50-60
11770,1770,W 12TH AV,ACER,SACCHARUM,NA,SUGAR MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,5,22,Y,NA,-123.145212,49.260814,50-60
11771,1770,W 12TH AV,ACER,PLATANOIDES,SCHWEDLERI,SCHWEDLER NORWAY MAPLE,N,N,10,1700,W 12TH AV,FAIRVIEW,EVEN,4,14,Y,NA,-123.145419,49.260814,40-50
11863,1310,W 10TH AV,ACER,PLATANOIDES,EMERALD QUEEN,EMERALD QUEEN NORWAY MAPLE,N,Y,6,1300,W 10TH AV,FAIRVIEW,EVEN,1,3,Y,2008-11-24,-123.133926,49.262522,10-20
196671,500,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,10,500,W 10TH AV,FAIRVIEW,EVEN,4,11,Y,NA,-123.115778,49.262214,40-50
230738,1557,W 12TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1500,W 12TH AV,FAIRVIEW,ODD,1,3,Y,2010-12-17,-123.139999,49.260878,10-20
231023,555,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,4,500,W 12TH AV,FAIRVIEW,ODD,4,9,Y,NA,-123.116931,49.260506,40-50
231272,555,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,4,500,W 12TH AV,FAIRVIEW,ODD,4,8.5,Y,NA,-123.116871,49.260506,40-50
231883,1306,W 12TH AV,ACER,PLATANOIDES,PRINCETON GOLD,PRINCETON GOLD MAPLE,N,N,B,1300,W 12TH AV,FAIRVIEW,EVEN,1,3,Y,2012-02-27,-123.1341,49.260617,10-20
207221,675,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,5,600,W 10TH AV,FAIRVIEW,ODD,1,5,N,2005-04-05,NA,NA,10-20
207222,675,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,5,600,W 10TH AV,FAIRVIEW,ODD,1,4,Y,2005-04-05,NA,NA,10-20
207223,675,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,10,600,W 10TH AV,FAIRVIEW,ODD,1,3,Y,2005-04-05,NA,NA,10-20
207677,3089,OAK ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,8,3000,OAK ST,FAIRVIEW,ODD,2,4,Y,2005-05-15,-123.126951,49.258194,20-30
149544,500,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,10,500,W 10TH AV,FAIRVIEW,EVEN,4,9,Y,1993-12-22,-123.115465,49.262214,40-50
149546,534,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,Y,N,10,500,W 10TH AV,FAIRVIEW,EVEN,4,15.5,Y,1993-12-22,-123.116466,49.262222,40-50
16238,555,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,4,500,W 12TH AV,FAIRVIEW,ODD,4,11,Y,NA,-123.116744,49.260503,40-50
145763,895,W 10TH AV,FRAXINUS,ORNUS,ARIE PETERS,FLOWERING ASH,N,Y,7,800,W 10TH AV,FAIRVIEW,ODD,2,9.5,Y,NA,-123.123481,49.262436,20-30
5708,1340,W 12TH AV,ACER,PLATANOIDES,PRINCETON GOLD,PRINCETON GOLD MAPLE,N,N,B,1300,W 12TH AV,FAIRVIEW,EVEN,1,3,Y,2012-02-27,-123.134397,49.260619,10-20
9468,515,W 10TH AV,ULMUS,GLABRA,NA,SCOTS ELM,N,N,5,500,W 10TH AV,FAIRVIEW,ODD,6,23,N,NA,-123.115906,49.262314,60-70
9474,534,W 10TH AV,ULMUS,GLABRA,NA,SCOTS ELM,Y,N,10,500,W 10TH AV,FAIRVIEW,EVEN,4,10,Y,NA,-123.11636,49.262217,40-50
9476,534,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,Y,N,10,500,W 10TH AV,FAIRVIEW,EVEN,4,14,Y,NA,-123.116803,49.262231,40-50
9477,534,W 10TH AV,ULMUS,GLABRA,NA,SCOTS ELM,Y,N,10,500,W 10TH AV,FAIRVIEW,EVEN,4,13,Y,NA,-123.116935,49.262233,40-50
9480,534,W 10TH AV,ULMUS,GLABRA,NA,SCOTS ELM,Y,N,10,500,W 10TH AV,FAIRVIEW,EVEN,5,14,Y,NA,-123.117197,49.262239,50-60
9486,535,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,7,500,W 10TH AV,FAIRVIEW,ODD,6,21,N,NA,-123.116311,49.262317,60-70
9488,525,W 10TH AV,ULMUS,GLABRA,NA,SCOTS ELM,N,N,5,500,W 10TH AV,FAIRVIEW,ODD,5,16.5,N,NA,-123.116037,49.262317,50-60
9492,565,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,4,500,W 10TH AV,FAIRVIEW,ODD,4,18.5,N,NA,-123.1167,49.262325,40-50
9493,575,W 10TH AV,ULMUS,GLABRA,NA,SCOTS ELM,N,N,4,500,W 10TH AV,FAIRVIEW,ODD,6,21,Y,NA,-123.11732,49.262333,60-70
9503,600,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,4,600,W 10TH AV,FAIRVIEW,EVEN,5,25,Y,NA,-123.119481,49.262275,50-60
9507,600,W 10TH AV,ACER,PSEUDOPLATANUS,NA,SYCAMORE MAPLE,N,N,4,2600,HEATHER ST,FAIRVIEW,EVEN,3,9,Y,NA,-123.119844,49.262006,30-40
9509,600,W 10TH AV,ACER,PSEUDOPLATANUS,NA,SYCAMORE MAPLE,N,N,4,2600,HEATHER ST,FAIRVIEW,EVEN,3,12,Y,NA,-123.119856,49.261767,30-40
9512,601,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,6,600,W 10TH AV,FAIRVIEW,ODD,6,24,Y,NA,NA,NA,60-70
9513,601,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,6,600,W 10TH AV,FAIRVIEW,ODD,6,24,Y,NA,NA,NA,60-70
9514,601,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,6,600,W 10TH AV,FAIRVIEW,ODD,6,24,Y,NA,NA,NA,60-70
9516,601,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,6,600,W 10TH AV,FAIRVIEW,ODD,6,25,Y,NA,NA,NA,60-70
9519,601,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,6,2500,ASH ST,FAIRVIEW,ODD,4,25.5,Y,NA,NA,NA,40-50
9521,675,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,6,600,W 10TH AV,FAIRVIEW,ODD,6,29,Y,NA,-123.119365,49.262369,60-70
9529,700,W 10TH AV,CARPINUS,BETULUS,NA,EUROPEAN HORNBEAM,N,N,7,700,W 10TH AV,FAIRVIEW,EVEN,4,11,Y,NA,-123.120937,49.262303,40-50
9533,700,W 10TH AV,CARPINUS,BETULUS,NA,EUROPEAN HORNBEAM,N,N,7,700,W 10TH AV,FAIRVIEW,EVEN,5,13,Y,NA,-123.12152,49.262308,50-60
9558,985,W 10TH AV,PRUNUS,SERRULATA,UKON,UKON JAPANESE CHERRY,N,N,B,900,W 10TH AV,FAIRVIEW,ODD,2,26,Y,NA,-123.126232,49.262503,20-30
82673,675,W 10TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,G,2500,HEATHER ST,FAIRVIEW,EVEN,2,9,Y,NA,-123.119825,49.262528,20-30
105098,2310,ASH ST,FRAXINUS,OXYCARPA,RAYWOOD,RAYWOOD ASH,N,N,4,2300,ASH ST,FAIRVIEW,EVEN,3,10,Y,2006-11-23,-123.117351,49.264903,30-40
100717,2301,OAK ST,ACER,RUBRUM,RED SUNSET,RED SUNSET RED MAPLE,N,N,8,2300,OAK ST,FAIRVIEW,ODD,4,10,Y,NA,NA,NA,40-50
100719,2305,OAK ST,ACER,RUBRUM,RED SUNSET,RED SUNSET RED MAPLE,N,N,8,2300,OAK ST,FAIRVIEW,ODD,4,11,Y,NA,-123.126639,49.264933,40-50
100744,2389,OAK ST,ACER,RUBRUM,RED SUNSET,RED SUNSET RED MAPLE,N,N,B,2300,OAK ST,FAIRVIEW,ODD,4,13,Y,NA,-123.12665,49.264622,40-50
109604,3030,OAK ST,ACER,PLATANOIDES,NA,NORWAY MAPLE,N,N,B,3000,OAK ST,FAIRVIEW,EVEN,4,30,Y,NA,-123.126623,49.258431,40-50
100754,2395,OAK ST,PRUNUS,CERASIFERA,ATROPURPUREUM,PISSARD PLUM,N,N,B,2300,OAK ST,FAIRVIEW,ODD,5,20,Y,NA,NA,NA,50-60
100768,2400,OAK ST,ACER,RUBRUM,NA,RED MAPLE,Y,N,B,2400,OAK ST,FAIRVIEW,EVEN,2,13,Y,NA,-123.126468,49.264069,20-30
18120,555,W 12TH AV,QUERCUS,PALUSTRIS,NA,PIN OAK,N,N,4,500,W 12TH AV,FAIRVIEW,ODD,5,32,Y,NA,-123.115398,49.260517,50-60
45467,1326,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1300,W 10TH AV,FAIRVIEW,EVEN,1,3,Y,2008-11-25,-123.134349,49.262522,10-20
54106,1352,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1300,W 10TH AV,FAIRVIEW,EVEN,1,3,Y,2008-11-25,-123.134901,49.262531,10-20
54123,1396,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1300,W 10TH AV,FAIRVIEW,EVEN,1,3,Y,2008-11-25,-123.135789,49.262544,10-20
54132,1357,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1300,W 10TH AV,FAIRVIEW,ODD,1,3,Y,2008-11-24,-123.135086,49.262619,10-20
54136,1315,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1300,W 10TH AV,FAIRVIEW,ODD,1,3,Y,2008-11-25,-123.134151,49.2626,10-20
54138,1315,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1300,W 10TH AV,FAIRVIEW,ODD,1,3,Y,2008-11-24,-123.134011,49.2626,10-20
57279,2508,ASH ST,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,7,2500,ASH ST,FAIRVIEW,EVEN,6,28,Y,NA,-123.117433,49.2631,60-70
57284,575,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,7,2500,ASH ST,FAIRVIEW,EVEN,5,16.5,Y,NA,-123.117452,49.262592,50-60
57285,575,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,7,2500,ASH ST,FAIRVIEW,EVEN,6,28.5,Y,NA,-123.117459,49.262508,60-70
57291,2669,ASH ST,QUERCUS,RUBRA,NA,RED OAK,Y,N,7,2600,ASH ST,FAIRVIEW,ODD,4,24,Y,NA,-123.117639,49.261581,40-50
57295,2668,ASH ST,QUERCUS,RUBRA,NA,RED OAK,N,N,7,2600,ASH ST,FAIRVIEW,EVEN,6,23,Y,NA,-123.117492,49.261544,60-70
57299,2785,ASH ST,QUERCUS,RUBRA,NA,RED OAK,N,N,7,2700,ASH ST,FAIRVIEW,ODD,4,28,Y,NA,-123.117668,49.260956,40-50
57302,2785,ASH ST,QUERCUS,RUBRA,NA,RED OAK,N,N,7,2700,ASH ST,FAIRVIEW,ODD,4,23.5,Y,NA,-123.117651,49.261233,40-50
57304,2786,ASH ST,QUERCUS,RUBRA,NA,RED OAK,Y,N,7,2700,ASH ST,FAIRVIEW,EVEN,6,24.5,Y,NA,-123.117507,49.261206,60-70
131073,2786,ASH ST,QUERCUS,RUBRA,NA,RED OAK,Y,N,7,2700,ASH ST,FAIRVIEW,EVEN,6,19.5,Y,NA,-123.117529,49.260583,60-70
113638,1633,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,Y,3,1600,W 10TH AV,FAIRVIEW,ODD,1,3.5,Y,2008-02-19,-123.141494,49.262722,10-20
122641,550,W 12TH AV,ACER,RUBRUM,RED SUNSET,RED SUNSET RED MAPLE,N,N,G,500,W 12TH AV,FAIRVIEW,EVEN,4,14,Y,NA,-123.116063,49.260322,40-50
122647,2829,ASH ST,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,G,600,W 12TH AV,FAIRVIEW,EVEN,2,6,Y,1990-01-16,NA,NA,20-30
122662,655,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,C,600,W 12TH AV,FAIRVIEW,ODD,5,13,Y,NA,-123.118678,49.260533,50-60
122664,655,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,B,600,W 12TH AV,FAIRVIEW,ODD,5,14,Y,NA,-123.118426,49.260561,50-60
122665,655,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,C,600,W 12TH AV,FAIRVIEW,ODD,5,13,Y,NA,-123.118419,49.260531,50-60
122667,655,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,C,600,W 12TH AV,FAIRVIEW,ODD,5,14,Y,NA,-123.118247,49.260525,50-60
122672,655,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,C,600,W 12TH AV,FAIRVIEW,ODD,5,13,Y,NA,-123.117943,49.260525,50-60
122673,655,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,B,600,W 12TH AV,FAIRVIEW,ODD,4,9,Y,NA,-123.117832,49.26055,40-50
122674,655,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,C,600,W 12TH AV,FAIRVIEW,ODD,5,14,Y,NA,-123.117807,49.260519,50-60
123242,1633,W 10TH AV,ACER,FREEMANI   X,MORGAN,MORGAN RED MAPLE,N,N,4,1600,W 10TH AV,FAIRVIEW,ODD,4,17,Y,NA,-123.141364,49.262719,40-50
115041,2833,OAK ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,Y,4,2800,OAK ST,FAIRVIEW,ODD,1,3,Y,2008-02-20,-123.126841,49.259917,10-20
115816,1006,W 12TH AV,NYSSA,SYLVATICA,NA,TUPELO,N,N,4,2800,OAK ST,FAIRVIEW,ODD,1,3,Y,NA,NA,NA,10-20
124983,2315,ASH ST,FRAXINUS,SPECIES,NA,ASH SPECIES,N,N,3,2300,ASH ST,FAIRVIEW,ODD,2,8.5,Y,NA,-123.117536,49.264847,20-30
229640,3089,OAK ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,9,3000,OAK ST,FAIRVIEW,ODD,1,5.5,Y,2010-11-17,-123.126984,49.258142,10-20
230035,1155,W 10TH AV,PICEA,ABIES,NA,NORWAY SPRUCE,N,N,B,1100,W 10TH AV,FAIRVIEW,ODD,4,10.5,Y,NA,-123.130221,49.262558,40-50
231005,555,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,4,500,W 12TH AV,FAIRVIEW,ODD,3,8,Y,NA,-123.117117,49.260508,30-40
231014,555,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,4,500,W 12TH AV,FAIRVIEW,ODD,4,9,Y,NA,-123.117055,49.260506,40-50
231022,555,W 12TH AV,ACER,RUBRUM,NA,RED MAPLE,N,N,4,500,W 12TH AV,FAIRVIEW,ODD,4,9,Y,NA,-123.116995,49.260506,40-50
231937,820,W 12TH AV,QUERCUS,SPECIES,NA,OAK SPECIES,N,N,3,800,W 12TH AV,FAIRVIEW,EVEN,1,7,Y,NA,-123.122246,49.260444,10-20
232352,1340,W 12TH AV,ACER,PLATANOIDES,PRINCETON GOLD,PRINCETON GOLD MAPLE,N,N,B,1300,W 12TH AV,FAIRVIEW,EVEN,1,3,Y,2012-02-27,-123.134721,49.260622,10-20
220868,3087,OAK ST,ACER,RUBRUM,NA,RED MAPLE,N,N,14,3000,OAK ST,FAIRVIEW,ODD,2,3,Y,2006-11-23,-123.126946,49.258547,20-30
220869,3087,OAK ST,ACER,RUBRUM,NA,RED MAPLE,N,N,15,3000,OAK ST,FAIRVIEW,ODD,2,3,Y,2006-11-23,-123.126946,49.258608,20-30
220886,2233,ASH ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,3,2200,ASH ST,FAIRVIEW,ODD,1,4,Y,2006-11-23,-123.117508,49.265547,10-20
233535,688,W 12TH AV,FAGUS,SYLVATICA,DAWYCKII GOLD,GOLDEN DAWYCK BEECH,N,N,G,600,W 12TH AV,FAIRVIEW,EVEN,4,19,Y,2013-03-26,-123.11913,49.260381,40-50
233865,628,W 12TH AV,FAGUS,SYLVATICA,NA,EUROPEAN BEECH,N,N,G,600,W 12TH AV,FAIRVIEW,EVEN,2,14,Y,2013-02-28,-123.118252,49.260364,20-30
244022,1535,W 12TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,3,1500,W 12TH AV,FAIRVIEW,ODD,1,3,Y,2013-03-07,-123.139486,49.260869,10-20
84937,1400,W 10TH AV,ACER,FREEMANI   X,AUTUMN BLAZE,AUTUMN BLAZE RED MAPLE,N,N,7,1400,W 10TH AV,FAIRVIEW,EVEN,2,3,Y,2006-11-22,NA,NA,20-30
200887,1646,W 10TH AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,B,1600,W 10TH AV,FAIRVIEW,EVEN,2,8,Y,2004-03-16,-123.142074,49.262625,20-30
205386,1150,W 12TH AV,ACER,FREEMANI   X,AUTUMN BLAZE,AUTUMN BLAZE RED MAPLE,N,Y,4,1100,W 12TH AV,FAIRVIEW,EVEN,4,6,Y,2004-11-10,-123.129954,49.260572,40-50
205388,1156,W 12TH AV,ACER,FREEMANI   X,AUTUMN BLAZE,AUTUMN BLAZE RED MAPLE,N,Y,4,1100,W 12TH AV,FAIRVIEW,EVEN,4,7,Y,2004-11-10,-123.130377,49.260578,40-50
205393,1190,W 12TH AV,ACER,FREEMANI   X,AUTUMN BLAZE,AUTUMN BLAZE RED MAPLE,N,Y,4,1100,W 12TH AV,FAIRVIEW,EVEN,3,5,Y,2004-11-10,-123.131215,49.260592,30-40
206856,2829,ASH ST,FRAXINUS,AMERICANA,AUTUMN APPLAUSE,AUTUMN APPLAUSE ASH,N,N,4,2800,ASH ST,FAIRVIEW,ODD,4,10,Y,NA,-123.117689,49.260122,40-50
207224,675,W 10TH AV,ULMUS,AMERICANA,NA,AMERICAN ELM,N,N,5,600,W 10TH AV,FAIRVIEW,ODD,1,3,Y,2005-04-05,NA,NA,10-20
92486,1065,W 12TH AV,PYRUS,CALLERYANA,CHANTICLEER,CHANTICLEER PEAR,N,N,3,1000,W 12TH AV,FAIRVIEW,MED,1,3,Y,2005-03-30,-123.128211,49.260603,10-20
220870,3087,OAK ST,ACER,RUBRUM,NA,RED MAPLE,N,N,15,3000,OAK ST,FAIRVIEW,ODD,2,3,Y,2006-11-23,-123.126947,49.258431,20-30
220871,3087,OAK ST,ACER,RUBRUM,NA,RED MAPLE,N,N,16,3000,OAK ST,FAIRVIEW,ODD,2,3,Y,2006-11-23,-123.126948,49.258392,20-30
220884,2207,ASH ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,3,2200,ASH ST,FAIRVIEW,ODD,1,4,Y,2006-11-23,-123.117506,49.265669,10-20
192498,2425,OAK ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,8,2400,OAK ST,FAIRVIEW,ODD,1,3,Y,2002-04-10,NA,NA,10-20
82674,675,W 10TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,G,2500,HEATHER ST,FAIRVIEW,EVEN,2,11.5,Y,NA,-123.119828,49.262453,20-30
234077,3089,OAK ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,12,3000,OAK ST,FAIRVIEW,ODD,1,3,Y,2013-04-02,-123.127074,49.257992,10-20
199859,1225,W 12TH AV,ACER,RUBRUM,NORTHWOOD,NORTHWOOD RED MAPLE,N,N,4,1200,W 12TH AV,FAIRVIEW,ODD,3,7,Y,2002-11-01,-123.132416,49.260731,30-40
199861,1225,W 12TH AV,ACER,RUBRUM,NORTHWOOD,NORTHWOOD RED MAPLE,N,N,4,1200,W 12TH AV,FAIRVIEW,ODD,3,6,Y,2002-11-01,-123.132101,49.260725,30-40
199868,1305,W 12TH AV,ACER,RUBRUM,NORTHWOOD,NORTHWOOD RED MAPLE,N,N,4,1300,W 12TH AV,FAIRVIEW,ODD,2,5,Y,2002-11-04,-123.134711,49.260769,20-30
199869,1305,W 12TH AV,ACER,RUBRUM,NORTHWOOD,NORTHWOOD RED MAPLE,N,N,4,1300,W 12TH AV,FAIRVIEW,ODD,2,4,Y,2002-11-04,-123.134556,49.260767,20-30
199870,1305,W 12TH AV,ACER,RUBRUM,NORTHWOOD,NORTHWOOD RED MAPLE,N,N,4,1300,W 12TH AV,FAIRVIEW,ODD,3,7,Y,2002-11-04,-123.134083,49.260761,30-40
199872,1720,W 12TH AV,ACER,PLATANOIDES,DRUMMONDI,SILVER VARIEGATED NORWAY MAPLE,N,N,8,1700,W 12TH AV,FAIRVIEW,EVEN,2,4,Y,2003-02-24,-123.143723,49.260786,20-30
199873,1720,W 12TH AV,ACER,PLATANOIDES,DRUMMONDI,SILVER VARIEGATED NORWAY MAPLE,N,N,8,1700,W 12TH AV,FAIRVIEW,EVEN,2,4,Y,2003-02-24,-123.144639,49.260803,20-30
199874,1725,W 12TH AV,ACER,PLATANOIDES,DRUMMONDI,SILVER VARIEGATED NORWAY MAPLE,N,N,8,1700,W 12TH AV,FAIRVIEW,ODD,2,6,Y,2003-02-24,-123.144229,49.260928,20-30
199875,1745,W 12TH AV,ACER,PLATANOIDES,DRUMMONDI,SILVER VARIEGATED NORWAY MAPLE,N,N,8,1700,W 12TH AV,FAIRVIEW,ODD,2,6,Y,2003-02-24,-123.144697,49.260933,20-30
